archivo,nodos,densidad,particiones,i,j,algs,tt,ta
instancias/solved/instancia-40-10-20.2.2.col.3,40,10,20,2,2,3,0.291139,0.24957
instancias/solved/instancia-40-10-20.2.2.col.8,40,10,20,2,2,8,0.148189,0.0473258
instancias/solved/instancia-40-10-20.2.3.col.0,40,10,20,2,3,0,0.791632,0.78587
instancias/solved/instancia-40-10-20.2.3.col.11,40,10,20,2,3,11,0.150035,0.03404
instancias/solved/instancia-40-10-20.2.3.col.19,40,10,20,2,3,19,0.149858,0.033016
instancias/solved/instancia-40-10-20.2.3.col.3,40,10,20,2,3,3,0.50165,0.461824
instancias/solved/instancia-40-10-20.2.3.col.8,40,10,20,2,3,8,0.150469,0.0412991
instancias/solved/instancia-40-10-20.2.4.col.0,40,10,20,2,4,0,1.02005,1.01397
instancias/solved/instancia-40-10-20.2.4.col.11,40,10,20,2,4,11,0.176032,0.0679891
instancias/solved/instancia-40-10-20.2.4.col.19,40,10,20,2,4,19,0.202194,0.042593
instancias/solved/instancia-40-10-20.2.4.col.3,40,10,20,2,4,3,0.350102,0.316156
instancias/solved/instancia-40-10-20.2.4.col.8,40,10,20,2,4,8,0.116819,0.0319719
instancias/solved/instancia-40-10-20.2.5.col.0,40,10,20,2,5,0,1.03526,1.02306
instancias/solved/instancia-40-10-20.2.5.col.11,40,10,20,2,5,11,0.188123,0.0611198
instancias/solved/instancia-40-10-20.2.5.col.19,40,10,20,2,5,19,0.185387,0.0387149
instancias/solved/instancia-40-10-20.2.5.col.3,40,10,20,2,5,3,0.593161,0.55572
instancias/solved/instancia-40-10-20.2.5.col.8,40,10,20,2,5,8,0.145273,0.0441921
instancias/solved/instancia-40-10-20.3.1.col.0,40,10,20,3,1,0,0.688326,0.682186
instancias/solved/instancia-40-10-20.3.1.col.11,40,10,20,3,1,11,0.199361,0.046771
instancias/solved/instancia-40-10-20.3.1.col.19,40,10,20,3,1,19,0.252478,0.0606811
instancias/solved/instancia-40-10-20.3.1.col.3,40,10,20,3,1,3,0.401711,0.359161
instancias/solved/instancia-40-10-20.3.1.col.8,40,10,20,3,1,8,0.209142,0.0861471
instancias/solved/instancia-40-10-20.3.2.col.0,40,10,20,3,2,0,17.9992,17.9845
instancias/solved/instancia-40-10-20.3.2.col.11,40,10,20,3,2,11,6.12557,5.91712
instancias/solved/instancia-40-10-20.3.2.col.19,40,10,20,3,2,19,4.27519,3.95568
instancias/solved/instancia-40-10-20.3.2.col.3,40,10,20,3,2,3,17.7701,17.7209
instancias/solved/instancia-40-10-20.3.2.col.8,40,10,20,3,2,8,7.37535,7.21324
instancias/solved/instancia-40-10-20.3.3.col.0,40,10,20,3,3,0,1.2427,1.23585
instancias/solved/instancia-40-10-20.3.3.col.11,40,10,20,3,3,11,0.255824,0.0648999
instancias/solved/instancia-40-10-20.3.3.col.19,40,10,20,3,3,19,0.301904,0.0731502
instancias/solved/instancia-40-10-20.3.3.col.3,40,10,20,3,3,3,2.00238,1.95348
instancias/solved/instancia-40-10-20.3.3.col.8,40,10,20,3,3,8,0.216646,0.060951
instancias/solved/instancia-40-10-20.3.4.col.0,40,10,20,3,4,0,0.996432,0.990801
instancias/solved/instancia-40-10-20.3.4.col.11,40,10,20,3,4,11,0.595343,0.307799
instancias/solved/instancia-40-10-20.3.4.col.19,40,10,20,3,4,19,0.443355,0.102591
instancias/solved/instancia-40-10-20.3.4.col.3,40,10,20,3,4,3,2.20772,2.15741
instancias/solved/instancia-40-10-20.3.4.col.8,40,10,20,3,4,8,0.301847,0.0938759
instancias/solved/instancia-40-10-20.3.5.col.0,40,10,20,3,5,0,1.56952,1.55764
instancias/solved/instancia-40-10-20.3.5.col.11,40,10,20,3,5,11,0.24201,0.056504
instancias/solved/instancia-40-10-20.3.5.col.19,40,10,20,3,5,19,0.293698,0.0876992
instancias/solved/instancia-40-10-20.3.5.col.3,40,10,20,3,5,3,0.351562,0.306915
instancias/solved/instancia-40-10-20.3.5.col.8,40,10,20,3,5,8,0.194306,0.0450211
instancias/solved/instancia-40-10-20.4.1.col.0,40,10,20,4,1,0,6.27374,6.26241
instancias/solved/instancia-40-10-20.4.1.col.11,40,10,20,4,1,11,0.851108,0.699912
instancias/solved/instancia-40-10-20.4.1.col.19,40,10,20,4,1,19,0.292645,0.024569
instancias/solved/instancia-40-10-20.4.1.col.3,40,10,20,4,1,3,6.78708,6.75198
instancias/solved/instancia-40-10-20.4.1.col.8,40,10,20,4,1,8,3.2386,3.13915
instancias/solved/instancia-40-10-20.4.2.col.0,40,10,20,4,2,0,1.29584,1.28458
instancias/solved/instancia-40-10-20.4.2.col.11,40,10,20,4,2,11,0.198369,0.0380819
instancias/solved/instancia-40-10-20.4.2.col.19,40,10,20,4,2,19,0.213896,0.03563
instancias/solved/instancia-40-10-20.4.2.col.3,40,10,20,4,2,3,0.52206,0.47096
instancias/solved/instancia-40-10-20.4.2.col.8,40,10,20,4,2,8,0.183136,0.0485609
instancias/solved/instancia-40-10-20.4.3.col.0,40,10,20,4,3,0,0.974581,0.96823
instancias/solved/instancia-40-10-20.4.3.col.11,40,10,20,4,3,11,0.25216,0.049036
instancias/solved/instancia-40-10-20.4.3.col.19,40,10,20,4,3,19,0.29682,0.06411
instancias/solved/instancia-40-10-20.4.3.col.3,40,10,20,4,3,3,0.721416,0.677505
instancias/solved/instancia-40-10-20.4.3.col.8,40,10,20,4,3,8,0.240617,0.096235
instancias/solved/instancia-40-10-20.4.4.col.0,40,10,20,4,4,0,0.906169,0.894296
instancias/solved/instancia-40-10-20.4.4.col.11,40,10,20,4,4,11,0.186259,0.0511229
instancias/solved/instancia-40-10-20.4.4.col.19,40,10,20,4,4,19,0.228084,0.0782099
instancias/solved/instancia-40-10-20.4.4.col.3,40,10,20,4,4,3,0.225813,0.176987
instancias/solved/instancia-40-10-20.4.4.col.8,40,10,20,4,4,8,0.166013,0.0581021
instancias/solved/instancia-40-10-20.4.5.col.0,40,10,20,4,5,0,1.2219,1.20948
instancias/solved/instancia-40-10-20.4.5.col.11,40,10,20,4,5,11,0.16727,0.0236821
instancias/solved/instancia-40-10-20.4.5.col.19,40,10,20,4,5,19,0.182995,0.027271
instancias/solved/instancia-40-10-20.4.5.col.3,40,10,20,4,5,3,0.671799,0.629116
instancias/solved/instancia-40-10-20.4.5.col.8,40,10,20,4,5,8,0.169594,0.0508621
instancias/solved/instancia-40-10-20.5.1.col.0,40,10,20,5,1,0,0.717745,0.708655
instancias/solved/instancia-40-10-20.5.1.col.11,40,10,20,5,1,11,0.198042,0.0447569
instancias/solved/instancia-40-10-20.5.1.col.19,40,10,20,5,1,19,0.247843,0.0596941
instancias/solved/instancia-40-10-20.5.1.col.3,40,10,20,5,1,3,0.925574,0.889738
instancias/solved/instancia-40-10-20.5.1.col.8,40,10,20,5,1,8,0.183687,0.052577
instancias/solved/instancia-40-10-20.5.2.col.0,40,10,20,5,2,0,1.08329,1.07339
instancias/solved/instancia-40-10-20.5.2.col.11,40,10,20,5,2,11,0.156177,0.0317299
instancias/solved/instancia-40-10-20.5.2.col.19,40,10,20,5,2,19,0.176468,0.043267
instancias/solved/instancia-40-10-20.5.2.col.3,40,10,20,5,2,3,0.260558,0.233296
instancias/solved/instancia-40-10-20.5.2.col.8,40,10,20,5,2,8,0.132823,0.0369251
instancias/solved/instancia-40-10-20.5.3.col.0,40,10,20,5,3,0,0.602215,0.592138
instancias/solved/instancia-40-10-20.5.3.col.11,40,10,20,5,3,11,0.145856,0.0365481
instancias/solved/instancia-40-10-20.5.3.col.19,40,10,20,5,3,19,0.151481,0.033329
instancias/solved/instancia-40-10-20.5.3.col.3,40,10,20,5,3,3,0.545164,0.504842
instancias/solved/instancia-40-10-20.5.3.col.8,40,10,20,5,3,8,0.131004,0.031935
instancias/solved/instancia-40-10-20.5.4.col.0,40,10,20,5,4,0,1.11533,1.10538
instancias/solved/instancia-40-10-20.5.4.col.11,40,10,20,5,4,11,0.148253,0.0246708
instancias/solved/instancia-40-10-20.5.4.col.19,40,10,20,5,4,19,0.153075,0.0180612
instancias/solved/instancia-40-10-20.5.4.col.3,40,10,20,5,4,3,0.592815,0.558979
instancias/solved/instancia-40-10-20.5.4.col.8,40,10,20,5,4,8,0.137608,0.034642
instancias/solved/instancia-40-10-20.5.5.col.0,40,10,20,5,5,0,0.972954,0.964038
instancias/solved/instancia-40-10-20.5.5.col.11,40,10,20,5,5,11,0.154594,0.0344589
instancias/solved/instancia-40-10-20.5.5.col.19,40,10,20,5,5,19,0.145331,0.0144331
instancias/solved/instancia-40-10-20.5.5.col.3,40,10,20,5,5,3,0.893641,0.861235
instancias/solved/instancia-40-10-20.5.5.col.8,40,10,20,5,5,8,0.14446,0.0393889
instancias/solved/instancia-40-10-5.1.1.col.0,40,10,5,1,1,0,0.00913906,0.00801396
instancias/solved/instancia-40-10-5.1.1.col.11,40,10,5,1,1,11,0.0302701,0.00765896
instancias/solved/instancia-40-10-5.1.1.col.19,40,10,5,1,1,19,0.047107,0.00750804
instancias/solved/instancia-40-10-5.1.1.col.3,40,10,5,1,1,3,0.0129821,0.00434899
instancias/solved/instancia-40-10-5.1.1.col.8,40,10,5,1,1,8,0.0234251,0.00788093
instancias/solved/instancia-40-10-5.1.2.col.0,40,10,5,1,2,0,0.010479,0.00938201
instancias/solved/instancia-40-10-5.1.2.col.11,40,10,5,1,2,11,0.037122,0.00751019
instancias/solved/instancia-40-10-5.1.2.col.19,40,10,5,1,2,19,0.0505619,0.00635409
instancias/solved/instancia-40-10-5.1.2.col.3,40,10,5,1,2,3,0.015166,0.00759482
instancias/solved/instancia-40-10-5.1.2.col.8,40,10,5,1,2,8,0.0296211,0.00586009
instancias/solved/instancia-40-10-5.1.3.col.0,40,10,5,1,3,0,0.00657511,0.00581098
instancias/solved/instancia-40-10-5.1.3.col.11,40,10,5,1,3,11,0.0289679,0.0070858
instancias/solved/instancia-40-10-5.1.3.col.19,40,10,5,1,3,19,0.0439799,0.00856304
instancias/solved/instancia-40-10-5.1.3.col.3,40,10,5,1,3,3,0.0201569,0.00627112
instancias/solved/instancia-40-10-5.1.3.col.8,40,10,5,1,3,8,0.0233891,0.00719309
instancias/solved/instancia-40-10-5.1.4.col.0,40,10,5,1,4,0,0.00647116,0.00576496
instancias/solved/instancia-40-10-5.1.4.col.11,40,10,5,1,4,11,0.0361931,0.00964689
instancias/solved/instancia-40-10-5.1.4.col.19,40,10,5,1,4,19,0.0375061,0.00900102
instancias/solved/instancia-40-10-5.1.4.col.3,40,10,5,1,4,3,0.018585,0.00928211
instancias/solved/instancia-40-10-5.1.4.col.8,40,10,5,1,4,8,0.030611,0.00774908
instancias/solved/instancia-40-10-5.1.5.col.0,40,10,5,1,5,0,0.00673008,0.00598502
instancias/solved/instancia-40-10-5.1.5.col.11,40,10,5,1,5,11,0.031009,0.008955
instancias/solved/instancia-40-10-5.1.5.col.19,40,10,5,1,5,19,0.0416481,0.00657415
instancias/solved/instancia-40-10-5.1.5.col.3,40,10,5,1,5,3,0.013237,0.0062089
instancias/solved/instancia-40-10-5.1.5.col.8,40,10,5,1,5,8,0.0264361,0.00704813
instancias/solved/instancia-40-10-5.2.1.col.0,40,10,5,2,1,0,0.0110421,0.0090251
instancias/solved/instancia-40-10-5.2.1.col.11,40,10,5,2,1,11,0.029166,0.00680995
instancias/solved/instancia-40-10-5.2.1.col.19,40,10,5,2,1,19,0.0324678,0.00795102
instancias/solved/instancia-40-10-5.2.1.col.3,40,10,5,2,1,3,0.0156369,0.00653291
instancias/solved/instancia-40-10-5.2.1.col.8,40,10,5,2,1,8,0.024673,0.00641704
instancias/solved/instancia-40-10-5.2.2.col.0,40,10,5,2,2,0,0.00918984,0.00810814
instancias/solved/instancia-40-10-5.2.2.col.11,40,10,5,2,2,11,0.0287309,0.00694799
instancias/solved/instancia-40-10-5.2.2.col.19,40,10,5,2,2,19,0.0438569,0.00679708
instancias/solved/instancia-40-10-5.2.2.col.3,40,10,5,2,2,3,0.0161059,0.00720596
instancias/solved/instancia-40-10-5.2.2.col.8,40,10,5,2,2,8,0.021039,0.00640321
instancias/solved/instancia-40-10-5.2.3.col.0,40,10,5,2,3,0,0.00609207,0.00532722
instancias/solved/instancia-40-10-5.2.3.col.11,40,10,5,2,3,11,0.033236,0.00696802
instancias/solved/instancia-40-10-5.2.3.col.19,40,10,5,2,3,19,0.04371,0.00584793
instancias/solved/instancia-40-10-5.2.3.col.3,40,10,5,2,3,3,0.0160391,0.00728917
instancias/solved/instancia-40-10-5.2.3.col.8,40,10,5,2,3,8,0.027179,0.00724101
instancias/solved/instancia-40-10-5.2.4.col.0,40,10,5,2,4,0,0.00908494,0.00797796
instancias/solved/instancia-40-10-5.2.4.col.11,40,10,5,2,4,11,0.0406189,0.00865388
instancias/solved/instancia-40-10-5.2.4.col.19,40,10,5,2,4,19,0.051074,0.00885606
instancias/solved/instancia-40-10-5.2.4.col.3,40,10,5,2,4,3,0.0141768,0.00727606
instancias/solved/instancia-40-10-5.2.4.col.8,40,10,5,2,4,8,0.02952,0.00802994
instancias/solved/instancia-40-10-5.2.5.col.0,40,10,5,2,5,0,0.0116892,0.0100369
instancias/solved/instancia-40-10-5.2.5.col.11,40,10,5,2,5,11,0.0309441,0.00711298
instancias/solved/instancia-40-10-5.2.5.col.19,40,10,5,2,5,19,0.0420411,0.00433993
instancias/solved/instancia-40-10-5.2.5.col.3,40,10,5,2,5,3,0.0204248,0.00752902
instancias/solved/instancia-40-10-5.2.5.col.8,40,10,5,2,5,8,0.023989,0.00636816
instancias/solved/instancia-40-10-5.3.1.col.0,40,10,5,3,1,0,0.00697684,0.00589299
instancias/solved/instancia-40-10-5.3.1.col.11,40,10,5,3,1,11,0.0258551,0.00622821
instancias/solved/instancia-40-10-5.3.1.col.19,40,10,5,3,1,19,0.0299089,0.00731015
instancias/solved/instancia-40-10-5.3.1.col.3,40,10,5,3,1,3,0.0158942,0.00614691
instancias/solved/instancia-40-10-5.3.1.col.8,40,10,5,3,1,8,0.023262,0.00616479
instancias/solved/instancia-40-10-5.3.2.col.0,40,10,5,3,2,0,0.0164731,0.0157092
instancias/solved/instancia-40-10-5.3.2.col.11,40,10,5,3,2,11,0.0334241,0.0067389
instancias/solved/instancia-40-10-5.3.2.col.19,40,10,5,3,2,19,0.0409689,0.00566602
instancias/solved/instancia-40-10-5.3.2.col.3,40,10,5,3,2,3,0.0202911,0.00770187
instancias/solved/instancia-40-10-5.3.2.col.8,40,10,5,3,2,8,0.027931,0.00675702
instancias/solved/instancia-40-10-5.3.3.col.0,40,10,5,3,3,0,0.00898886,0.006428
instancias/solved/instancia-40-10-5.3.3.col.11,40,10,5,3,3,11,0.0361221,0.00713086
instancias/solved/instancia-40-10-5.3.3.col.19,40,10,5,3,3,19,0.0476899,0.013088
instancias/solved/instancia-40-10-5.3.3.col.3,40,10,5,3,3,3,0.0178289,0.00844598
instancias/solved/instancia-40-10-5.3.3.col.8,40,10,5,3,3,8,0.0282772,0.00668383
instancias/solved/instancia-40-10-5.3.4.col.0,40,10,5,3,4,0,0.013082,0.0113769
instancias/solved/instancia-40-10-5.3.4.col.11,40,10,5,3,4,11,0.03282,0.00882792
instancias/solved/instancia-40-10-5.3.4.col.19,40,10,5,3,4,19,0.0426819,0.00605702
instancias/solved/instancia-40-10-5.3.4.col.3,40,10,5,3,4,3,0.019408,0.00780201
instancias/solved/instancia-40-10-5.3.4.col.8,40,10,5,3,4,8,0.02683,0.00717115
instancias/solved/instancia-40-10-5.3.5.col.0,40,10,5,3,5,0,0.00726295,0.00637889
instancias/solved/instancia-40-10-5.3.5.col.11,40,10,5,3,5,11,0.043381,0.00954413
instancias/solved/instancia-40-10-5.3.5.col.19,40,10,5,3,5,19,0.0514579,0.0108788
instancias/solved/instancia-40-10-5.3.5.col.3,40,10,5,3,5,3,0.0230989,0.00673413
instancias/solved/instancia-40-10-5.3.5.col.8,40,10,5,3,5,8,0.0355811,0.00832796
instancias/solved/instancia-40-10-5.4.1.col.0,40,10,5,4,1,0,0.013288,0.012387
instancias/solved/instancia-40-10-5.4.1.col.11,40,10,5,4,1,11,0.0227971,0.00619078
instancias/solved/instancia-40-10-5.4.1.col.19,40,10,5,4,1,19,0.0292771,0.00684595
instancias/solved/instancia-40-10-5.4.1.col.3,40,10,5,4,1,3,0.0169961,0.00658417
instancias/solved/instancia-40-10-5.4.1.col.8,40,10,5,4,1,8,0.0196121,0.00675297
instancias/solved/instancia-40-10-5.4.2.col.0,40,10,5,4,2,0,0.00691915,0.00609016
instancias/solved/instancia-40-10-5.4.2.col.11,40,10,5,4,2,11,0.0319409,0.00592613
instancias/solved/instancia-40-10-5.4.2.col.19,40,10,5,4,2,19,0.039438,0.00511503
instancias/solved/instancia-40-10-5.4.2.col.3,40,10,5,4,2,3,0.0161829,0.00595093
instancias/solved/instancia-40-10-5.4.2.col.8,40,10,5,4,2,8,0.0281858,0.00823498
instancias/solved/instancia-40-10-5.4.3.col.0,40,10,5,4,3,0,0.00953412,0.00737214
instancias/solved/instancia-40-10-5.4.3.col.11,40,10,5,4,3,11,0.0337751,0.00692797
instancias/solved/instancia-40-10-5.4.3.col.19,40,10,5,4,3,19,0.040174,0.00799704
instancias/solved/instancia-40-10-5.4.3.col.3,40,10,5,4,3,3,0.0244429,0.0071888
instancias/solved/instancia-40-10-5.4.3.col.8,40,10,5,4,3,8,0.0311449,0.007267
instancias/solved/instancia-40-10-5.4.4.col.0,40,10,5,4,4,0,0.006248,0.00548601
instancias/solved/instancia-40-10-5.4.4.col.11,40,10,5,4,4,11,0.0261569,0.00549197
instancias/solved/instancia-40-10-5.4.4.col.19,40,10,5,4,4,19,0.0360141,0.0067749
instancias/solved/instancia-40-10-5.4.4.col.3,40,10,5,4,4,3,0.0189259,0.00578904
instancias/solved/instancia-40-10-5.4.4.col.8,40,10,5,4,4,8,0.0246429,0.00630593
instancias/solved/instancia-40-10-5.4.5.col.0,40,10,5,4,5,0,0.00596404,0.00524616
instancias/solved/instancia-40-10-5.4.5.col.11,40,10,5,4,5,11,0.018872,0.00451994
instancias/solved/instancia-40-10-5.4.5.col.19,40,10,5,4,5,19,0.0241568,0.00458097
instancias/solved/instancia-40-10-5.4.5.col.3,40,10,5,4,5,3,0.0104001,0.00423717
instancias/solved/instancia-40-10-5.4.5.col.8,40,10,5,4,5,8,0.01527,0.00539899
instancias/solved/instancia-40-10-5.5.1.col.0,40,10,5,5,1,0,0.00575995,0.00482416
instancias/solved/instancia-40-10-5.5.1.col.11,40,10,5,5,1,11,0.0143838,0.00554681
instancias/solved/instancia-40-10-5.5.1.col.19,40,10,5,5,1,19,0.021785,0.00592113
instancias/solved/instancia-40-10-5.5.1.col.3,40,10,5,5,1,3,0.0119669,0.00542402
instancias/solved/instancia-40-10-5.5.1.col.8,40,10,5,5,1,8,0.015234,0.00556183
instancias/solved/instancia-40-10-5.5.2.col.0,40,10,5,5,2,0,0.00712705,0.00620604
instancias/solved/instancia-40-10-5.5.2.col.11,40,10,5,5,2,11,0.046663,0.0228119
instancias/solved/instancia-40-10-5.5.2.col.19,40,10,5,5,2,19,0.042938,0.00412011
instancias/solved/instancia-40-10-5.5.2.col.3,40,10,5,5,2,3,0.0135181,0.0059998
instancias/solved/instancia-40-10-5.5.2.col.8,40,10,5,5,2,8,0.0248711,0.00653386
instancias/solved/instancia-40-10-5.5.3.col.0,40,10,5,5,3,0,0.0113311,0.010226
instancias/solved/instancia-40-10-5.5.3.col.11,40,10,5,5,3,11,0.034575,0.007092
instancias/solved/instancia-40-10-5.5.3.col.19,40,10,5,5,3,19,0.0463641,0.00438094
instancias/solved/instancia-40-10-5.5.3.col.3,40,10,5,5,3,3,0.0139809,0.00675201
instancias/solved/instancia-40-10-5.5.3.col.8,40,10,5,5,3,8,0.0298822,0.00564599
instancias/solved/instancia-40-10-5.5.4.col.0,40,10,5,5,4,0,0.00557113,0.00464892
instancias/solved/instancia-40-10-5.5.4.col.11,40,10,5,5,4,11,0.022032,0.00506401
instancias/solved/instancia-40-10-5.5.4.col.19,40,10,5,5,4,19,0.0275102,0.00552893
instancias/solved/instancia-40-10-5.5.4.col.3,40,10,5,5,4,3,0.00869107,0.00394201
instancias/solved/instancia-40-10-5.5.4.col.8,40,10,5,5,4,8,0.0130341,0.00437117
instancias/solved/instancia-40-10-5.5.5.col.0,40,10,5,5,5,0,0.00689006,0.00588489
instancias/solved/instancia-40-10-5.5.5.col.11,40,10,5,5,5,11,0.042603,0.0208261
instancias/solved/instancia-40-10-5.5.5.col.19,40,10,5,5,5,19,0.043998,0.00964999
instancias/solved/instancia-40-10-5.5.5.col.3,40,10,5,5,5,3,0.016228,0.00926805
instancias/solved/instancia-40-10-5.5.5.col.8,40,10,5,5,5,8,0.024992,0.00760388
instancias/solved/instancia-40-25-10.1.1.col.0,40,25,10,1,1,0,0.662784,0.660232
instancias/solved/instancia-40-25-10.1.1.col.11,40,25,10,1,1,11,1.26919,1.10283
instancias/solved/instancia-40-25-10.1.1.col.19,40,25,10,1,1,19,1.58467,1.07215
instancias/solved/instancia-40-25-10.1.1.col.3,40,25,10,1,1,3,0.779541,0.74837
instancias/solved/instancia-40-25-10.1.1.col.8,40,25,10,1,1,8,1.22231,1.10958
instancias/solved/instancia-40-25-10.1.2.col.0,40,25,10,1,2,0,1.71414,1.70813
instancias/solved/instancia-40-25-10.1.2.col.11,40,25,10,1,2,11,5.11757,4.90196
instancias/solved/instancia-40-25-10.1.2.col.19,40,25,10,1,2,19,6.02163,5.53575
instancias/solved/instancia-40-25-10.1.2.col.3,40,25,10,1,2,3,2.59978,2.56832
instancias/solved/instancia-40-25-10.1.2.col.8,40,25,10,1,2,8,3.53252,3.39164
instancias/solved/instancia-40-25-10.1.3.col.0,40,25,10,1,3,0,1.16991,1.16326
instancias/solved/instancia-40-25-10.1.3.col.11,40,25,10,1,3,11,2.61906,2.46047
instancias/solved/instancia-40-25-10.1.3.col.19,40,25,10,1,3,19,3.01799,2.62964
instancias/solved/instancia-40-25-10.1.3.col.3,40,25,10,1,3,3,1.43259,1.40565
instancias/solved/instancia-40-25-10.1.3.col.8,40,25,10,1,3,8,2.20669,2.10264
instancias/solved/instancia-40-25-10.1.4.col.0,40,25,10,1,4,0,0.197357,0.191715
instancias/solved/instancia-40-25-10.1.4.col.11,40,25,10,1,4,11,0.415854,0.368444
instancias/solved/instancia-40-25-10.1.4.col.19,40,25,10,1,4,19,0.241925,0.0737948
instancias/solved/instancia-40-25-10.1.4.col.3,40,25,10,1,4,3,0.398925,0.382033
instancias/solved/instancia-40-25-10.1.4.col.8,40,25,10,1,4,8,0.407316,0.371311
instancias/solved/instancia-40-25-10.1.5.col.0,40,25,10,1,5,0,1.90065,1.89138
instancias/solved/instancia-40-25-10.1.5.col.11,40,25,10,1,5,11,5.03243,4.79481
instancias/solved/instancia-40-25-10.1.5.col.19,40,25,10,1,5,19,4.77523,4.30351
instancias/solved/instancia-40-25-10.1.5.col.3,40,25,10,1,5,3,2.30816,2.27197
instancias/solved/instancia-40-25-10.1.5.col.8,40,25,10,1,5,8,3.60609,3.4406
instancias/solved/instancia-40-25-10.2.1.col.0,40,25,10,2,1,0,0.884044,0.878531
instancias/solved/instancia-40-25-10.2.1.col.11,40,25,10,2,1,11,2.68266,2.44842
instancias/solved/instancia-40-25-10.2.1.col.19,40,25,10,2,1,19,1.21259,0.653954
instancias/solved/instancia-40-25-10.2.1.col.3,40,25,10,2,1,3,1.74688,1.70847
instancias/solved/instancia-40-25-10.2.1.col.8,40,25,10,2,1,8,2.35948,2.21238
instancias/solved/instancia-40-25-10.2.2.col.0,40,25,10,2,2,0,1.24286,1.2369
instancias/solved/instancia-40-25-10.2.2.col.11,40,25,10,2,2,11,2.70624,2.57395
instancias/solved/instancia-40-25-10.2.2.col.19,40,25,10,2,2,19,3.84514,3.49536
instancias/solved/instancia-40-25-10.2.2.col.3,40,25,10,2,2,3,1.54409,1.51232
instancias/solved/instancia-40-25-10.2.2.col.8,40,25,10,2,2,8,2.67351,2.57097
instancias/solved/instancia-40-25-10.2.3.col.0,40,25,10,2,3,0,0.534988,0.529274
instancias/solved/instancia-40-25-10.2.3.col.11,40,25,10,2,3,11,0.969626,0.911112
instancias/solved/instancia-40-25-10.2.3.col.19,40,25,10,2,3,19,1.17837,1.01226
instancias/solved/instancia-40-25-10.2.3.col.3,40,25,10,2,3,3,0.495083,0.47843
instancias/solved/instancia-40-25-10.2.3.col.8,40,25,10,2,3,8,0.599197,0.558309
instancias/solved/instancia-40-25-10.2.4.col.0,40,25,10,2,4,0,0.909582,0.904111
